teamId,passes_total,passes_accurate,long_balls,final_third_entries,box_entries,wide_actions,defensive_duels,high_press_actions,set_pieces,shots_total,goals,matches_played,avg_pass_distance_m,avg_forward_progress,league_code,pass_accuracy_pct,long_ball_pct,wide_action_pct,high_press_pct,passes_total_per_match,passes_accurate_per_match,long_balls_per_match,final_third_entries_per_match,box_entries_per_match,wide_actions_per_match,defensive_duels_per_match,high_press_actions_per_match,set_pieces_per_match,shots_total_per_match,goals_per_match
1611,19372,16599,2888,2538,1227,13134,2379,694,1677,466,64,38,18.667974686227872,2.837044466432951,England,85.68552550072269,14.908114804873012,67.79888498864341,29.17192097519966,509.7894736842105,436.8157894736842,76.0,66.78947368421052,32.28947368421053,345.63157894736844,62.60526315789474,18.263157894736842,44.13157894736842,12.263157894736842,1.6842105263157894
1612,22268,19137,3442,3035,1517,14864,2248,735,1588,600,78,38,19.41657079648137,2.865335941137003,England,85.93946470271241,15.457158253996766,66.75049398239626,32.695729537366546,586.0,503.60526315789474,90.57894736842105,79.86842105263158,39.921052631578945,391.1578947368421,59.1578947368421,19.342105263157894,41.78947368421053,15.789473684210526,2.0526315789473686
1613,13017,10233,2558,2015,872,8817,2596,652,1725,410,37,38,19.466876180489606,3.9124745131722647,England,78.61258354459552,19.651225320734426,67.73450103710532,25.115562403698,342.55263157894734,269.2894736842105,67.3157894736842,53.026315789473685,22.94736842105263,232.02631578947367,68.3157894736842,17.157894736842106,45.39473684210526,10.789473684210526,0.9736842105263158
1619,16536,13463,2994,2511,1058,11524,2542,719,1755,415,32,38,19.455703630642777,3.355530311715034,England,81.41630382196419,18.105950653120466,69.6903725205612,28.28481510621558,435.1578947368421,354.2894736842105,78.78947368421052,66.07894736842105,27.842105263157894,303.2631578947368,66.89473684210526,18.92105263157895,46.18421052631579,10.921052631578947,0.8421052631578947
1623,14032,11165,2890,2340,812,9539,2721,794,1680,320,37,38,19.618147551832262,3.9624581443734255,England,79.56812998859749,20.595781071835802,67.980330672748,29.18044836457185,369.2631578947368,293.8157894736842,76.05263157894737,61.578947368421055,21.36842105263158,251.02631578947367,71.60526315789474,20.894736842105264,44.21052631578947,8.421052631578947,0.9736842105263158
1624,20988,17923,3199,3032,1375,13954,2213,786,1808,568,67,38,19.154870963854123,2.7249832707439534,England,85.39641700019058,15.24204307223175,66.48561082523346,35.51739719837325,552.3157894736842,471.6578947368421,84.1842105263158,79.78947368421052,36.18421052631579,367.2105263157895,58.23684210526316,20.68421052631579,47.578947368421055,14.947368421052632,1.763157894736842
1625,27523,24767,3010,3242,1640,18773,1932,788,1535,603,94,38,18.147446666925596,2.1384323167822537,England,89.98655669803438,10.936307815281765,68.2084075137158,40.78674948240166,724.2894736842105,651.7631578947369,79.21052631578948,85.3157894736842,43.1578947368421,494.0263157894737,50.8421052631579,20.736842105263158,40.39473684210526,15.868421052631579,2.473684210526316
1627,12452,9664,2751,2107,853,8712,2371,663,1720,351,29,38,19.790328318175117,4.223600505584431,England,77.61002248634757,22.092836492129777,69.96466431095406,27.9628848587094,327.6842105263158,254.31578947368422,72.39473684210526,55.44736842105263,22.44736842105263,229.26315789473685,62.39473684210526,17.44736842105263,45.26315789473684,9.236842105263158,0.7631578947368421
1628,13510,10779,2506,2159,976,9201,2457,651,1776,424,35,38,19.205915430492894,3.8209683966557995,England,79.78534418948927,18.549222797927463,68.10510732790526,26.495726495726498,355.5263157894737,283.6578947368421,65.94736842105263,56.81578947368421,25.68421052631579,242.1315789473684,64.65789473684211,17.13157894736842,46.73684210526316,11.157894736842104,0.9210526315789473
1631,14377,11374,2867,2269,924,10051,2490,603,1806,375,47,38,19.80694555350486,3.624660054385173,England,79.1124713083397,19.941573346317035,69.91027335327259,24.216867469879517,378.3421052631579,299.3157894736842,75.44736842105263,59.71052631578947,24.31578947368421,264.5,65.52631578947368,15.868421052631579,47.526315789473685,9.868421052631579,1.236842105263158
1633,13582,10835,2718,2138,844,9669,2311,620,1792,327,45,38,19.479663421710935,3.56126792062427,England,79.77470181122074,20.01178029745251,71.18981004270358,26.82821289485071,357.42105263157896,285.13157894736844,71.52631578947368,56.26315789473684,22.210526315789473,254.44736842105263,60.81578947368421,16.31578947368421,47.1578947368421,8.605263157894736,1.1842105263157894
1639,11851,9150,2547,2046,805,8036,2555,605,1751,355,33,38,19.969741056566242,4.06567451596369,England,77.2086743734706,21.49185722723821,67.80862374483166,23.679060665362034,311.86842105263156,240.78947368421052,67.02631578947368,53.8421052631579,21.18421052631579,211.47368421052633,67.23684210526316,15.921052631578947,46.078947368421055,9.342105263157896,0.868421052631579
1644,14854,11981,2780,2226,992,10487,2515,722,1813,405,39,38,19.22344168568115,3.4435403454543603,England,80.6584085094924,18.71549750908846,70.6005116466945,28.707753479125248,390.89473684210526,315.2894736842105,73.15789473684211,58.578947368421055,26.105263157894736,275.9736842105263,66.1842105263158,19.0,47.71052631578947,10.657894736842104,1.0263157894736843
1646,12765,9920,3007,2388,860,8777,2181,584,1753,344,34,38,20.9215568867086,4.246148279061009,England,77.71249510379945,23.55660007833921,68.75832354093222,26.77670793214122,335.92105263157896,261.05263157894734,79.13157894736842,62.8421052631579,22.63157894736842,230.97368421052633,57.39473684210526,15.368421052631579,46.13157894736842,9.052631578947368,0.8947368421052632
1651,13944,11121,2965,2018,804,10088,2346,540,1581,355,28,38,20.14207323461889,3.5816264932999657,England,79.75473321858864,21.26362593230063,72.34652897303499,23.017902813299234,366.94736842105266,292.6578947368421,78.02631578947368,53.10526315789474,21.157894736842106,265.4736842105263,61.73684210526316,14.210526315789474,41.60526315789474,9.342105263157896,0.7368421052631579
1659,15358,12463,2540,2092,1059,11004,2143,635,1818,413,41,38,19.0559473099594,3.487521841164656,England,81.1498893085037,16.538611798411253,71.64995442114859,29.6313579094727,404.1578947368421,327.9736842105263,66.84210526315789,55.05263157894737,27.86842105263158,289.57894736842104,56.39473684210526,16.710526315789473,47.8421052631579,10.868421052631579,1.0789473684210527
1673,14098,11112,2776,2130,824,10105,2645,703,1769,326,24,38,19.391106290359772,3.759663946119814,England,78.81969073627465,19.690736274648888,71.67683359341751,26.578449905482042,371.0,292.42105263157896,73.05263157894737,56.05263157894737,21.68421052631579,265.92105263157896,69.60526315789474,18.5,46.55263157894737,8.578947368421053,0.631578947368421
2443,13810,11085,2866,2103,866,9883,2300,725,1701,378,34,34,19.476240082519922,3.373391764428252,Germany,80.26792179580015,20.753077480086894,71.56408399710355,31.521739130434785,406.1764705882353,326.02941176470586,84.29411764705883,61.85294117647059,25.470588235294116,290.6764705882353,67.6470588235294,21.323529411764707,50.029411764705884,11.117647058823529,1.0
2444,22015,19415,3517,2825,1440,15137,1777,662,1474,535,83,34,19.489599527983614,2.4431505049435107,Germany,88.18987054281172,15.975471269588917,68.75766522825346,37.253798536859875,647.5,571.0294117647059,103.44117647058823,83.08823529411765,42.35294117647059,445.20588235294116,52.26470588235294,19.470588235294116,43.35294117647059,15.735294117647058,2.4411764705882355
2445,13986,11409,2787,2061,766,9618,2226,698,1639,319,34,34,19.461036106486915,3.708924559185386,Germany,81.57443157443157,19.927069927069926,68.76876876876878,31.356693620844567,411.3529411764706,335.55882352941177,81.97058823529412,60.61764705882353,22.529411764705884,282.88235294117646,65.47058823529412,20.529411764705884,48.205882352941174,9.382352941176471,1.0
